Symbol
EDR.L
EEE.L
EGL.L
EKF.L
ELCO.L
ELIX.L
ELM.L
ELTA.L
EMAN.L
EME.L
EMG.L
EMH.L
EMIS.L
EMR.L
ENET.L
ENOG.L
ENQ.L
ENT.L
ENW.L
EOG.L
EPG.L
EPIC.L
EPWN.L
EQLS.L
EQN.L
EQT.L
ERGO.L
ERM.L
ESC.L
ESKN.L
ESNT.L
ESO.L
ESP.L
ESYS.L
ETX.L
EUA.L
EUZ.L
EVE.L
EVG.L
EVR.L
EWI.L
EXPN.L
EYE.L
EZJ.L
FA.L
FAB.L
FAN.L
FARN.L
FAS.L
FCAP.L
FCH.L
FCIT.L
FCRM.L
FCSS.L
FDBK.L
FDEV.L
FDM.L
FDP.L
FEET.L
FEN.L
FERG.L
FEV.L
FEVR.L
FFWD.L
FGP.L
FGT.L
FIF.L
FIH.L
FIPP.L
FJV.L
FLO.L
FLTA.L
FLTR.L
FLX.L
FNTL.L
FNX.L
FOG.L
FORT.L
FOUR.L
FOX.L
FOXT.L
FPO.L
FRAN.L
FRAS.L
FRES.L
FRP.L
FSFL.L
FSJ.L
FSTA.L
FSV.L
FTC.L
FUL.L
FUM.L
FUTR.L
FXPO.L
G4M.L
GABI.L
GAL.L
GAMA.L
GATC.L
GAW.L
GBG.L
GBP.L
GCM.L
GCP.L
GDP.L
GDR.L
GDWN.L
GEN.L
GETB.L
GFIN.L
GFM.L
GFRD.L
GFTU.L
GGP.L
GHE.L
GHH.L
GHS.L
GLE.L
GLEN.L
GLO.L
GLR.L
GMAA.L
GMR.L
GNC.L
GNS.L
GOG.L
GOOD.L
GPOR.L
GRC.L
GRG.L
GRI.L
GRL.L
GROW.L
GRP.L
GSEO.L
GSK.L
GSS.L
GTC.L
GTLY.L
GUN.L
GVP.L
GWMO.L
GYG.L
GYM.L
GYS.L
HAS.L
HAT.L
HAYD.L
HBR.L
HCM.L
HDD.L
HDIV.L
HDT.L
HE1.L
HEAD.L
HEFT.L
HFD.L
HFEL.L
HFG.L
HGT.L
HHI.L
HICL.L
HIK.L
HILS.L
HINT.L
HL.L
HLCL.L
HLMA.L
HMI.L
HMSO.L
HNE.L
HOC.L
HOME.L
HONY.L
HOTC.L
HRI.L
HRN.L
HSBA.L
HSL.L
HSP.L
HSS.L
HSV.L
HSW.L
HSX.L
HTG.L
HTWS.L
HUM.L
HUR.L
HUW.L
HVPE.L
HWDN.L
HWG.L
HYVE.L
HZM.L
I3E.L
IAG.L
IAT.L
IBPO.L
IBST.L
IBT.L
ICGT.L
ICP.L
IDE.L
IDEA.L
IDH.L
IDOX.L
IEM.L
IES.L
IGAS.L
IGE.L
IGG.L
IGP.L
IGR.L
IHC.L
IHG.L
IHP.L
IHR.L
III.L
IIP.L
IIT.L
IKA.L
IMB.L
IME.L
IMI.L
IMM.L
IMMO.L
INCE.L
INCH.L
INDV.L
INF.L
INFA.L
ING.L
INL.L
INPP.L
INS.L
INSE.L
INSG.L
INSP.L
INVP.L
IOF.L
IOG.L
IOM.L
IPEL.L
IPF.L
IPO.L
IPU.L
IPX.L
IQE.L
IQG.L
IRON.L
IRR.L
ITM.L
ITRK.L
ITV.L
ITX.L
IUG.L
IVPU.L
IWG.L
IXI.L
JAGI.L
JAM.L
JAN.L
JARA.L
JAY.L
JCGI.L
JCH.L
JD.L
JDG.L
JDW.L
JEMI.L
JEO.L
JESC.L
JET.L
JET2.L
JETG.L
JETI.L
JFJ.L
JGGI.L
JHD.L
JII.L
JIM.L
JLEN.L
JLG.L
JLH.L
JLP.L
JMAT.L
JMF.L
JMG.L
JMI.L
JNEO.L
JOG.L
JOUL.L
JRS.L
JSE.L
JSG.L
JSGI.L
JTC.L
JUP.L
JUSC.L
JUST.L
JWNG.L
K3C.L
KAPE.L
KAT.L
KBT.L
KCT.L
KDNC.L
KDR.L
KEFI.L
KETL.L
KEYS.L
KGF.L
KGH.L
KIBO.L
KIE.L
KIST.L
KKVL.L
KKVX.L
KLR.L
KMK.L
KMR.L
KNOS.L
KOD.L
KOO.L
KP2.L
KPC.L
KRM.L
KRS.L
KWG.L
KWS.L
KZG.L
LAM.L
LAND.L
LBE.L
LBOW.L
LDG.L
LEK.L
LEND.L
LEX.L
LGEN.L
LGRS.L
LIO.L
LIT.L
LLOY.L
LMP.L
LND.L
LOGP.L
LOK.L
LOOP.L
LPA.L
LRE.L
LSAI.L
LSEG.L
LSL.L
LTG.L
LTHM.L
LTI.L
LUCE.L
LVCG.L
LWDB.L
LWI.L
LXI.L
MAB.L
MAB1.L
MAC.L
MACF.L
MAFL.L
MAI.L
MAJE.L
MANO.L
MARS.L
MATD.L
MBH.L
MBT.L
MCB.L
MCKS.L
MCL.L
MCRO.L
MCT.L
MDC.L
MDZ.L
MER.L
MERC.L
MFX.L
MGAM.L
MGCI.L
MGGT.L
MGNS.L
MGP.L
MHC.L
MIDW.L
MIN.L
MIND.L
MIRI.L
MJH.L
MKA.L
MKS.L
MLVN.L
MMH.L
MMX.L
MNDI.L
MNG.L
MNKS.L
MNL.L
MNO.L
MNP.L
MNZS.L
MONY.L
MOS.L
MOTR.L
MPAC.L
MPE.L
MPL.L
MRC.L
MRCH.L
MRL.L
MRO.L
MRW.L
MSI.L
MSLH.L
MSMN.L
MSYS.L
MTE.L
MTL.L
MTO.L
MTPH.L
MTR.L
MTRO.L
MTU.L
MTW.L
MUL.L
MUT.L
MWE.L
MWY.L
MXCT.L
MYI.L
MYSL.L
N4P.L
N91.L
NAH.L
NAIT.L
NAPS.L
NAR.L
NAS.L
NBB.L
NBI.L
NBMI.L
NBPE.L
NCC.L
NCCL.L
NCYF.L
NCYT.L
NESF.L
NET.L
NETW.L
NEX.L
NEXS.L
NFC.L
NG.L
NICL.L
NRR.L
NTBR.L
NTOG.L
NTQ.L
NUC.L
NUM.L
NWF.L
NWG.L
NWT.L
NXR.L
NXT.L
OBC.L
OBD.L
OCDO.L
ODX.L
OEX.L
OMG.L
OMI.L
OMIP.L
ONC.L
OPG.L
OPP.L
OPTI.L
ORCP.L
ORIT.L
ORM.L
ORPH.L
ORR.L
OSB.L
OSI.L
OTB.L
OTMP.L
OVB.L
OXB.L
OXIG.L
PAC.L
PAF.L
PAG.L
PAGE.L
PANR.L
PAT.L
PAY.L
PCA.L
PCF.L
PCFT.L
PCGH.L
PCIP.L
PCT.L
PCTN.L
PDG.L
PEB.L
PEBB.L
PEG.L
PEN.L
PET.L
PETS.L
PFC.L
PFD.L
PFG.L
PFP.L
PGH.L
PHAR.L
PHC.L
PHD.L
PHE.L
PHI.L
PHNX.L
PHP.L
PHSC.L
PHTM.L
PIER.L
PIN.L
PIP.L
PIRI.L
PLUS.L
PMG.L
PMI.L
PMP.L
PNL.L
PNN.L
POG.L
POLR.L
POLX.L
POLY.L
POS.L
POW.L
PPC.L
PPH.L
PPS.L
PREM.L
PRES.L
PRIM.L
PRM.L
PRP.L
PRSM.L
PRTC.L
PRU.L
PRV.L
PSDL.L
PSH.L
PSN.L
PSON.L
PTAL.L
PTD.L
PTEC.L
PTR.L
PTRO.L
PTY.L
PURP.L
PVR.L
PXC.L
PXEN.L
PXS.L
PYC.L
PZC.L
QBT.L
QFI.L
QLT.L
QQ.L
QTX.L
QUIZ.L
QXT.L
RAI.L
RAT.L
RAV.L
RBD.L
RBG.L
RBGP.L
RBN.L
RCDO.L
RCH.L
RCN.L
RCP.L
RDGC.L
RDSA.L
RDSB.L
RDT.L
RDW.L
REAT.L
RECI.L
REDD.L
REL.L
RENE.L
RENX.L
RESI.L
RFX.L
RGD.L
RGL.L
RGO.L
RHIM.L
RICA.L
RIO.L
RIV.L
RKH.L
RKT.L
RLE.L
RM.L
RMG.L
RMM.L
RMS.L
RMV.L
RNK.L
RNO.L
RNWH.L
ROCK.L
ROL.L
ROR.L
RPS.L
RQIH.L
RR.L
RRR.L
RSA.L
RSE.L
RST.L
RSW.L
RTC.L
RTN.L
RTO.L
RUA.L
RUR.L
RWA.L
RWI.L
RWS.L
SAA.L
SAE.L
SAFE.L
SAG.L
SAGA.L
SAIN.L
SAL.L
SAR.L
SAV.L
SAVE.L
SBI.L
SBRE.L
SBRY.L
SBTX.L
SCE.L
SCF.L
SCIN.L
SCIR.L
SCLP.L
SCP.L
SCRF.L
SCT.L
SDG.L
SDI.L
SDP.L
SDR.L
SDRY.L
SDX.L
SDY.L
SEC.L
SECN.L
SEE.L
SEEN.L
SEIT.L
SENS.L
SEQI.L
SERE.L
SFE.L
SFR.L
SGC.L
SGE.L
SGI.L
SGM.L
SGRO.L
SGZ.L
SHB.L
SHED.L
SHG.L
SHI.L
SHOE.L
SIG.L
SIM.L
SIR.L
SIS.L
SIXH.L
SJG.L
SJH.L
SKG.L
SLA.L
SLE.L
SLI.L
SLN.L
SLP.L
SLPE.L
SLS.L
SMDS.L
SMIF.L
SMIN.L
SML.L
SMP.L
SMRT.L
SMS.L
SMT.L
SMWH.L
SN.L
SNG.L
SNN.L
SNR.L
SNT.L
SNX.L
SO4.L
SOHO.L
SOI.L
SOLI.L
SOM.L
SONG.L
SOS.L
SOU.L
SPA.L
SPE.L
SPEC.L
SPI.L
SPR.L
SPSY.L
SPT.L
SPX.L
SQZ.L
SRB.L
SRC.L
SRE.L
SREI.L
SRES.L
SRP.L
SRT.L
SSE.L
SSON.L
SSPG.L
SST.L
SSTY.L
STA.L
STAF.L
STAN.L
STAR.L
STCK.L
STCM.L
STEM.L
STJ.L
STM.L
STS.L
STU.L
STVG.L
STX.L
SUH.L
SUMO.L
SUN.L
SUPP.L
SUR.L
SUS.L
SVE.L
SVS.L
SVT.L
SWEF.L
SWG.L
SXS.L
SYM.L
SYNC.L
SYNT.L
SYS.L
SYS1.L
TAM.L
TAST.L
TATE.L
TAVI.L
TBCG.L
TCAP.L
TCM.L
TCN.L
TED.L
TEG.L
TEK.L
TEM.L
TENG.L
TEP.L
TERN.L
TET.L
TFIF.L
TFW.L
TGP.L
THR.L
THRG.L
THRL.L
THRU.L
TIDE.L
TIFS.L
TIGT.L
TIME.L
TLOU.L
TLW.L
TLY.L
TM17.L
TMG.L
TMO.L
TMPL.L
TND.L
TOM.L
TON.L
TPFG.L
TPG.L
TPK.L
TPT.L
TPX.L
TRAF.L
TRAK.L
TRB.L
TRCS.L
TRG.L
TRI.L
TRIG.L
TRIN.L
TRMR.L
TRN.L
TRP.L
TRT.L
TRU.L
TRX.L
TRY.L
TSCO.L
TSG.L
TSL.L
TST.L
TSTL.L
TTG.L
TUI.L
TUNE.L
TUNG.L
TW.L
TWD.L
TXP.L
TYM.L
TYMN.L
UAI.L
UDG.L
UEM.L
UEX.L
UFO.L
UJO.L
UKCM.L
UKOG.L
UKW.L
ULE.L
ULS.L
ULVR.L
UNG.L
UOG.L
UPR.L
URU.L
USA.L
UTG.L
UU.L
UVEL.L
VAL.L
VANL.L
VARE.L
VAST.L
VCAP.L
VCP.L
VCT.L
VDTK.L
VEC.L
VEIL.L
VEL.L
VELA.L
VIP.L
VLE.L
VLG.L
VLS.L
VLX.L
VMUK.L
VNET.L
VOD.L
VOF.L
VOG.L
VP.L
VRCI.L
VRE.L
VRS.L
VSL.L
VSVS.L
VTC.L
VTU.L
VTY.L
VVO.L
W7L.L
WAND.L
WATR.L
WBI.L
WEB.L
WEIR.L
WEN.L
WEY.L
WG.L
WHI.L
WHR.L
WIN.L
WINE.L
WINK.L
WIX.L
WIZZ.L
WJA.L
WJG.L
WKP.L
WOSG.L
WPP.L
WRES.L
WSBN.L
WSG.L
WTAN.L
WTB.L
WTE.L
WTG.L
WWH.L
WYN.L
XLM.L
XPD.L
XPP.L
XPS.L
XSG.L
XTR.L
YCA.L
YGEN.L
YNGA.L
YNGN.L
YOU.L
YU.L
ZAM.L
ZIN.L
ZIOC.L
ZNWD.L
ZOL.L
ZOO.L
ZPHR.L
ZTF.L
ZYT.L
